clay_company_id,name,size,type,domain,country,industry,location,description,linkedin_url,annual_revenue,total_funding_amount_range_usd
6821584,Algebris Investments,51-200,Privately Held,algebris.com,United Kingdom,Financial Services,"London, England","We are an independent global asset manager, founded by Davide Serra in 2006. Financials have been at the core of our expertise since inception, spanning across credit, equity and private debt. Over the years, we have widened our capabilities to global credit and global equity, including Italian equity. On the private investments side, we support the transition to a greener and more sustainable economy, via private equity solutions. As a specialist asset manager, our focused and thematic approach has been the cornerstone of our strategies. We are over 175 professionals across offices in London, Milan, Rome, Zurich, Dublin, Boston, Singapore, and Tokyo.

Please see www.algebris.com/disclaimer for important information about the content on this page.",https://www.linkedin.com/company/algebris-investments,25M-75M,
1466863,Republic Europe,51-200,Privately Held,republic.com,United Kingdom,Financial Services,"London, England","Republic Europe is Europeâs leading private investing platform that enables individuals to invest in startups, growth companies, and, if eligible, leading funds, as well as supports ambitious entrepreneurs in all sectors to raise capital from their communities, angels and institutional investors.

Republic Europe is the European operation of Republic - an ecosystem of Web3-optimised financial services built upon compliant investment infrastructure to support micro-transactions on a global scale.

To learn more please visit: https://europe.republic.com/

Seedrs Ltd (t/a Republic Europe) is authorised and regulated by the Financial Conduct Authority (FCA).
Seedrs Europe Limited (t/a Republic Europe) is regulated by the Central Bank of Ireland (CBI).
Investing involves significant risks and you should not invest unless you are prepared to lose all the money you invest.",https://www.linkedin.com/company/republiceurope,10M-25M,
5367117,Paro,51-200,Privately Held,paro.ai,United States,Financial Services,"Chicago, Illinois","Paro is an AI-powered marketplace that delivers finance and accounting solutions to businesses through a combination of expert fractional talent, data-driven tools and guiding insights. By harnessing the power of people and technology, our growth platform provides flexible options, ranging from transaction processing support to corporate development and financing strategy, to solve core business challenges and drive growth. The result enables businesses and experts to go beyond even their loftiest goals.

Paro is a remote-first company that plans time together. We have proven through our last few years of considerable growth that we can accomplish great things no matter where we work. As such, we operate a virtual-first hybrid model that enables employees to connect virtually and in-person. Additionally, to support our ambitious plans and teams, we hold events that bring teams together a few times a year for training, collaboration, innovation, networking and social connection. We currently hire from the following states: AZ, FL, IL, IN, MI, NJ, NV, NY, OH, PA, SC, TX and WA.",https://www.linkedin.com/company/paro-ai,75M-200M,25000000.0
16037428,Alpine Investors,51-200,Partnership,alpineinvestors.com,United States,Financial Services,"San Francisco, California","Alpine Investors is a people-driven private equity firm that invests in software and services businesses. Our PeopleFirst operating philosophy guides everything we do. We work with, learn from, and develop exceptional people, to create a virtuous cycle of financial and operational wins that, in turn, contribute to greater personal fulfillment.

Alpine is a B-Corp certified firm, a Great Place to WorkTM, and has been recognized by Fast Company as one of the Most Innovative Companies in 2023. Alpine has $18.5 billion in assets under management (as of 3/31/2026) and offices across San Francisco, New York City, and Austin.",https://www.linkedin.com/company/alpine-investors,75M-200M,
12667747,The FISER Group,51-200,Privately Held,thefisergroup.com,United Kingdom,Financial Services,"London, England","The FISER Group is the UKâs leading Human Capital specialist operating solely in the Financial Services sector. The FISER Group is privately owned and encompasses Bruin, IBAM Consulting, and Ludgate Search.

It is our responsibility to truly partner with all Financial Services practitioners to provide unparalleled levels of services and advice. The FISER Group is headquartered in London and operates throughout EMEA and Asia Pacific, providing Human Capital solutions to the worldâs leading Financial Services businesses.

Recruitment, Consultancy and Talent Management and Advisory Services are key to business performance and the FISER Group has decades of experience and knowledge to produce tangible results for its clients, colleagues and staff.",https://www.linkedin.com/company/the-fiser-group,10M-25M,
42209651,Women in Banking and Finance - UK (WIBF),11-50,Non Profit,wibf.org.uk,United Kingdom,Financial Services,"London, England","Women in Banking and Finance (WIBF) is a social enterprise membership organisation, with branches in London, Northern Ireland, Bristol, Birmingham, Edinburgh, Glasgow, Manchester and Norwich. We are primarily led by voluntary executive and management committees. Founded in 1980, our vision is a financial services industry that offers women equal opportunities as employees, customers and entrepreneurs to reach their full potential, and to contribute to building better businesses and places to work for all. We do this by bringing a gender lens to UK financial services by connecting, challenging and inspiring our network to unlock the full potential of our industry for all.",https://www.linkedin.com/company/women-in-banking-and-finance,25M-75M,
2560225,Primer,51-200,Privately Held,primer.io,United Kingdom,Financial Services,"London, England","Primer is the unified infrastructure for global payments. We give finance and payments teams the visibility and control to reduce complexity, improve performance, and capture more revenue, all from a single platform. Backed by Sofina, Peak XV Partners, ICONIQ, Tencent, Accel, and Balderton, we're building the payments layer that the world's best companies rely on.",https://www.linkedin.com/company/primerapi,75M-200M,
5272884,Wahed,51-200,Privately Held,wahed.com,United States,Financial Services,"New York, New York","Wahed Inc. (âWahedâ, âWahed Investâ), is an Ethical and Shariah compliant digital investment platform. The platform provides access to diversified portfolios to residents of the UK, US, Malaysia and the UAE.",https://www.linkedin.com/company/wahedinvest,75M-200M,50000000.0
55622506,Five Rings,51-200,Privately Held,fiverings.com,United States,Financial Services,"New York, New York","Five Rings is a proprietary trading firm founded with a vision of combining strategy, innovation and technology to succeed in todayâs global markets.  Based in New York, we trade in various domestic and international markets, both established and esoteric.  Five Rings does not depend on clients or outside investors.  Our team constantly seeks new opportunities, analyzes their risks and rewards, and creates strategies and tools to capitalize on them.  The strength of our firm comes from the talent of our people, and our compensation packages reflect this belief.

Five Rings offers a casual atmosphere, flat structure and great benefits.  Education is a priority.  Our experienced traders and software developers teach new employees extensively, both hands-on and in classroom settings.  Our young firm is fast-paced and entrepreneurial, and progress can be rapid for those ready to meet the challenges that await them.",https://www.linkedin.com/company/fiverings,75M-200M,
32051988,AIMA - The Alternative Investment Management Association,11-50,Non Profit,aima.org,United Kingdom,Financial Services,"London, England","AIMA is the worldâs largest membership association for alternative investment managers. Its membership has more firms, managing more assets than any other industry body, and through our 10 offices located around the world, we serve over 2,000 members in 60 different countries.

AIMAâs mission, which includes that of its private credit affiliate, the Alternative Credit Council (ACC), is to ensure that our industry of hedge funds, private market funds and digital asset funds is always best positioned for success. Success in our industry is defined by its contribution to capital formation, economic growth, and positive outcomes for investors while being able to operate efficiently within appropriate and proportionate regulatory frameworks.

AIMAâs many peer groups, events, educational sessions, publications and practical tools like its Due Diligence Questionnaires and industry sound practice guidance available exclusively to members, enable firms to actively refine their business practices, policies, and processes to secure their place in that success.

For further information, please visit AIMAâs website, www.aima.org.",https://www.linkedin.com/company/the-alternative-investment-management-assocation,25M-75M,
42215626,Webull Financial,51-200,Public Company,webull.com,United States,Financial Services,"St Petersburg, Florida","At Webull, we believe that everyone should have an equal opportunity to control their own financial future.

In order to make this a reality, we work tirelessly to make sure all the key trading features (a comprehensive news cycle, real-time market data, and analytical tools) are completely free. We pride ourselves on our consistent platform innovation and granular datasets that will drive our customers to make smarter financial decisions.

Full Disclosures: http://www.webull.com/disclosures",https://www.linkedin.com/company/webullfinancialllc,200M-500M,
58918233,Pollination,51-200,Privately Held,pollinationgroup.com,United Kingdom,Financial Services,"London, England","Pollination is a specialist climate investment and advisory firm, dedicated to accelerating the transition to a net zero, nature positive and resilient future.

The firm brings together the broad spectrum of capabilities required to unlock systemic change, including global leaders in finance, investment, business, technology, law, and policy. Around the world, Pollination works with clients across government, business, and public and private capital, helping them to navigate the climate transition, and is developing several net zero-focused investment platforms.

In 2020, Pollination partnered with HSBC to launch Climate Asset Management, which aims to be the worldâs largest dedicated natural capital asset manager.

Get in touch: contact@pollinationgroup.com",https://www.linkedin.com/company/pollination-climate-advisory-investment,10M-25M,
3377309,Geneva Trading,51-200,Privately Held,genevatrading.com,United States,Financial Services,"Chicago, Illinois","Geneva Trading is a leading proprietary trading firm with a history of consistent success in the listed derivatives markets. Over the past 20 years, weâve grown significant capital, developed proven technology, and maintained an appetite for diversified trading strategies.

We foster innovation and look for people who can solve complex problems that drive immediate results. We've built a culture of collaboration and personal excellence, which allows us to push the bounds of what's possible.",https://www.linkedin.com/company/genevatrading,75M-200M,
13286824,Putnam Investments,51-200,Privately Held,putnam.com,United States,Financial Services,"Boston, Massachusetts","Diversified equity-only asset manager serving clients and investors worldwide since 1937.

Putnam Investments is a Franklin Templeton company.

Franklin Resources, Inc. [NYSE:BEN] is a global investment management organization with subsidiaries operating as Franklin Templeton (www.franklinresources.com).

The products, services, information and materials referenced in this site may not be available to residents in certain jurisdictions. Consult with an investment professional or contact your local Franklin Templeton office for more information. This site and the information contained herein is not intended to constitute an offer to sell or an invitation or solicitation of an offer to buy any product or service by Franklin Templeton. Nothing in this website should be construed as investment, tax, legal or other advice. All investments involve risks, including potential loss of principal.

LinkedIn is owned by a third party unaffiliated with us. FT is not responsible for LinkedInâs privacy, security, or terms of use policies that control this service, nor their content, software, or tools (or those of any third partyâs) that are available through links from this page. You use any third-party site/media, software and materials at your own risk.

US readers: This material is being distributed in the U.S. by Franklin Distributors, LLC, member FINRA/SIPC, and only offers U.S. registered Franklin Templeton products. View our Terms and Conditions at: https://www.franklintempleton.com/help/social-media-guidelines/linkedin-guidelines.

Non-US readers: View our Terms and Conditions at https://www.franklinresources.com/resources/linkedin.

Regardless of where your personal data originates, FT collects/processes it in accordance with our Privacy & Cookies Notice available at: www.franklintempletonglobal.com/privacy. LinkedIn is owned by an unaffiliated third-party.

Â©2025 Franklin Templeton, LLC. All rights reserved.",https://www.linkedin.com/company/putnam-investments,25M-75M,
339080,Innovate Finance,11-50,Privately Held,innovatefinance.com,United Kingdom,Financial Services,"London, England","Innovate Finance is the independent industry body for UK FinTech. Our mission is to accelerate the UKâs leading role in the financial services sector by directly supporting the next generation of technology-led innovators to create a more inclusive, more democratic and more effective financial services sector that works better for everyone.",https://www.linkedin.com/company/innovate-finance,5M-10M,
17697024,Closed Loop Partners,11-50,Privately Held,closedlooppartners.com,United States,Financial Services,"New York, New York","Closed Loop Partners is at the forefront of building the circular economy.

This page is for informational purposes only, and nothing contained herein constitutes an offer to sell or a solicitation of an offer to buy any interest in any investment vehicle managed by Closed Loop Capital Management or any company in which Closed Loop Capital Management or its affiliates have invested. An offer or solicitation will be made only through a final private placement memorandum, subscription agreement and other related documents with respect to a particular investment opportunity and will be subject to the terms and conditions contained in such documents, including the qualifications necessary to become an investor. Closed Loop Capital Management does not utilize its website to provide investment or other advice, and nothing contained herein constitutes a comprehensive or complete statement of the matters discussed or the law relating thereto. Information provided reflects Closed Loop Capital Managementâs views as of a particular time and are subject to change without notice. You should obtain relevant and specific professional advice before making any investment decision. Certain information on this Website may contain forward-looking statements, which are subject to risks and uncertainties and speak only as of the date on which they are made. The words âbelieveâ, âexpectâ, âanticipateâ, âoptimisticâ, âintendâ, âaimâ, âwillâ or similar expressions are intended to identify forward-looking statements. Closed Loop Capital Management undertakes no obligation to update publicly or revise any forward-looking statements, whether as a result of new information, future developments or otherwise. Past performance is not indicative of future results; no representation is being made that any investment or transaction will or is likely to achieve profits or losses similar to those achieved in the past, or that significant losses will be avoided.",https://www.linkedin.com/company/closed-loop-partners,25M-75M,
72453479,Corgi,51-200,Privately Held,corgi.com,United States,Financial Services,"San Francisco, California","Corgi is building the first AI financial infrastructure company.

For information about Corgi's ETFs, visit www.corgifunds.com",https://www.linkedin.com/company/usecorgi,75M-200M,
